Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Áo Thun Thể Thao Nam VENI Phối Viền Cổ Tròn Năng Động VN006,Áo thun,VENI,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VENI"",""Chất liệu"":""Thun mè"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Thể thao"",""Mẫu"":""Viền tay áo và cổ"",""Mùa"":""Mùa hè"",""Tính năng"":""Bền màu, không nhăn"",""Hoàn cảnh"":""Đá bóng, Cầu lông"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Regular Fit""}",null,119.000 đ
Áo Thun Polo Thể Thao Nam VENI Thanh Lịch Thoát Mồ Hôi Cực Tốt VN007,Áo thun,VENI,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VENI"",""Chất liệu"":""Cá sấu Poly"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Smart Casual, Thể thao"",""Mẫu"":""Trơn dệt kim"",""Mùa"":""Bốn mùa"",""Tính năng"":""Giữ form, chống nhăn, lịch sự"",""Hoàn cảnh"":""Chơi Golf, Quần vợt, Đi làm"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ bẻ (Polo)"",""Kiểu áo thun"":""Polo"",""Rất lớn"":""Có (đến 4XL)""}",null,210.000 đ
Áo Thun Thể Thao Nam VENI Oversize Rộng Rãi Mặc Hàng Ngày VN008,Áo thun,VENI,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VENI"",""Chất liệu"":""Cotton 100% 2 chiều"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Thể thao đường phố"",""Mẫu"":""In chữ họa tiết lớn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thấm hút tuyệt đối, dày dặn"",""Hoàn cảnh"":""Trượt ván, Nhảy Hip-hop, Đi chơi"",""Chiều dài tay áo"":""Lửng (Tay lỡ)"",""Kiểu cổ áo"":""Cổ bo gân"",""Kiểu áo thun"":""Oversize""}",null,199.000 đ
Áo Thun Thể Thao Nam VENI Tập Gym Lỗ Thoáng Khí Chuyên Sâu VN009,Áo thun,VENI,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VENI"",""Chất liệu"":""Poly pha Spandex mật độ cao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao hạng nặng"",""Mẫu"":""Phối dải lưới"",""Mùa"":""Mùa hè"",""Tính năng"":""Chịu lực kéo giãn, cực thoáng"",""Hoàn cảnh"":""Tập tạ, Crossfit"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ khoét sâu"",""Kiểu áo thun"":""Muscle Fit""}",null,165.000 đ
Áo Thun Thể Thao Nam VENI Dập Nổi Họa Tiết 3D Sang Trọng VN010,Áo thun,VENI,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VENI"",""Chất liệu"":""Vải thun gân"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cao cấp, Khác biệt"",""Mẫu"":""Dập vân nổi 3D"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ ấm nhẹ, thời trang"",""Hoàn cảnh"":""Dạo phố, Cafe, Đi tập mùa lạnh"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Slimfit""}",null,225.000 đ
Áo thun thể thao nam Coolmate chạy bộ siêu thoáng khí vải thun lạnh tản nhiệt cực nhanh mềm mại,Áo thun,Coolmate,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Coolmate"",""Chất liệu"":""Thun lạnh"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoáng khí, tản nhiệt nhanh"",""Hoàn cảnh"":""Chạy bộ, Đạp xe"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Slimfit""}",null,149.000 đ
Áo Thun Thể Thao Nam Adidas Tập Gym Chuyên Dụng Sợi Poly Thấm Hút AD-TT01,Áo thun,Adidas,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""Adidas"",""Chất liệu"":""Polyester"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao chuyên nghiệp"",""Mẫu"":""In logo"",""Mùa"":""Bốn mùa"",""Tính năng"":""Thấm hút mồ hôi, co giãn"",""Hoàn cảnh"":""Tập Gym, Workout"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Athletic Fit""}",null,450.000 đ
Áo Thun GUZADO Activewear Gym Shirt Vải Mesh Lưới Form Ôm Tôn Dáng Mặc Tập Luyện,Áo thun,GUZADO,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Spandex Mesh"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Activewear, Mạnh mẽ"",""Mẫu"":""Phối lưới tản nhiệt"",""Mùa"":""Mùa hè"",""Tính năng"":""Thoát nhiệt tối đa, tôn cơ bắp"",""Hoàn cảnh"":""Tập luyện cường độ cao"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Muscle Fit""}",null,185.000 đ
Áo thun thể thao nam VIMAX đạp xe cộc tay chống tia UV co giãn 4 chiều kháng khuẩn không mùi,Áo thun,VIMAX,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Sợi tản nhiệt pha thun"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao ngoài trời"",""Mẫu"":""Trơn cơ bản"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV, kháng khuẩn, khử mùi"",""Hoàn cảnh"":""Đạp xe, Trekking"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ chữ V"",""Kiểu áo thun"":""Regular Fit""}",null,160.000 đ
Áo Phông Thể Thao Nam TOKYOLIFE Làm Mát Nhanh Khô Vải Lạnh TL-SP05,Áo thun,TOKYOLIFE,"{""Danh Mục"":""Áo thun thể thao"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Vải làm mát công nghệ cao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Tối giản, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Làm mát tức thì, siêu nhẹ"",""Hoàn cảnh"":""Vận động nhẹ, Mặc hàng ngày"",""Chiều dài tay áo"":""Ngắn tay"",""Kiểu cổ áo"":""Cổ tròn"",""Kiểu áo thun"":""Regular Fit""}",null,199.000 đ
Áo Vest Nam 6 Cúc Vải Chéo 79 Cao Cấp ATRASTINO Bộ Comple Màu Đen 4 Lớp Có Đệm Vai Thanh Lịch VEST001,Áo Vest và Blazer,ATRASTINO,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Vải chéo 79 cao cấp (4 lớp)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Sang trọng, Cổ điển (Classic)"",""Mẫu"":""Trơn / 6 cúc (Double-breasted)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Có đệm vai tôn dáng, Đứng form, Lót trong cao cấp, Chống nhăn"",""Hoàn cảnh"":""Sự kiện, Tiệc cưới, Công sở, Gặp gỡ đối tác"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Vest lật (Peak Lapel)"",""Kiểu nút"":""6 cúc cài chéo (Double-breasted)""}",https://shopee.vn/%C3%81o-Vest-Nam-6-C%C3%BAc-V%E1%BA%A3i-Ch%C3%A9o-79-Cao-C%E1%BA%A5p-ATRASTINO-B%E1%BB%99-Comple-M%C3%A0u-%C4%90en-4-L%E1%BB%9Bp-C%C3%B3-%C4%90%E1%BB%87m-Vai-Thanh-L%E1%BB%8Bch-VEST001-i.182478864.26463850102?extraParams=%7B%22display_model_id%22%3A176727610752%2C%22model_selection_logic%22%3A3%7D,650.000đ
Áo Gile vest Nam Atrastino Ve Sam 3 lớp vải Conton Ý Cao Cấp Lịch Sự Sang Trọng GILE001,Áo Vest và Blazer,ATRASTINO,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""Atrastino"",""Chất liệu"":""Cotton Ý cao cấp (3 lớp)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Sang trọng, Cổ điển (Classic)"",""Mẫu"":""Trơn / Cổ Ve sam (Shawl Lapel)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form ôm body, Lót lụa cao cấp, Dễ cử động"",""Hoàn cảnh"":""Sự kiện, Tiệc cưới, Công sở, Chú rể"",""Chiều dài tay áo"":""Không tay (Sleeveless)"",""Kiểu cổ áo"":""Cổ chữ V xẻ sâu / Ve sam"",""Kiểu nút"":""Nút cài trước (Single-breasted)""}",https://shopee.vn/atrastino,350.000đ
Áo khoác vest nam YODY áo 1 lớp đứng form hạn chế nhăn nhàu có túi trong TRA VEM7003,Áo Vest và Blazer,YODY,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""YODY"",""Chất liệu"":""Vải trượt mềm mại"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Công sở, Hiện đại"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè, Mùa thu"",""Tính năng"":""Thiết kế 1 lớp nhẹ nhàng, Đứng form, Hạn chế nhăn nhàu, Có túi trong tiện lợi"",""Hoàn cảnh"":""Đi làm, Công sở, Dạo phố, Gặp gỡ đối tác"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Vest lật (Notch Lapel)"",""Kiểu nút"":""Nút cài trước""}",https://shopee.vn/yody.official,799.000đ
Áo vest nam CANIFA cổ vest dài tay hai cúc 8OT25W007,Áo Vest và Blazer,CANIFA,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Vải pha cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Công sở, Tối giản"",""Mẫu"":""Trơn"",""Mùa"":""Mùa thu, Bốn mùa"",""Tính năng"":""Thiết kế 2 cúc cơ bản, Đứng form, Thoải mái vận động, Đường may tỉ mỉ"",""Hoàn cảnh"":""Đi làm, Công sở, Dự tiệc, Dạo phố"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Vest lật (Notch Lapel)"",""Kiểu nút"":""2 cúc cài trước (Two-button)""}",https://shopee.vn/%C3%81o-kho%C3%A1c-blazer-nam-CANIFA-c%E1%BB%95-vest-d%C3%A0i-tay-hai-c%C3%BAc-8OT25W007-i.70681764.53251406020?extraParams=%7B%22display_model_id%22%3A425127934520%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8adaa58-8ec3-4f72-8988-57628ad4ed4a&xptdk=a8adaa58-8ec3-4f72-8988-57628ad4ed4a,799.000đ
Áo vest nam CANIFA dài tay cổ vest sang trọng 8OT24W017,Áo Vest và Blazer,CANIFA,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Vải pha cao cấp mềm mịn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Lịch lãm, Công sở"",""Mẫu"":""Trơn"",""Mùa"":""Thu Đông, Bốn mùa"",""Tính năng"":""Sang trọng, Đứng form, Chống nhăn, Đường may may đo cao cấp"",""Hoàn cảnh"":""Sự kiện, Đi làm, Công sở, Dự tiệc"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Vest lật (Notch Lapel)"",""Kiểu nút"":""Nút cài trước""}",https://shopee.vn/%C3%81o-kho%C3%A1c-blazer-nam-CANIFA-d%C3%A0i-tay-c%E1%BB%95-vest-sang-tr%E1%BB%8Dng-8OT24W017-i.70681764.26618153042?extraParams=%7B%22display_model_id%22%3A168550753209%2C%22model_selection_logic%22%3A3%7D&sp_atk=c2292cbb-f45b-4ebe-a738-0cff2cde577c&xptdk=c2292cbb-f45b-4ebe-a738-0cff2cde577c,899.000đ
Áo vest nam CANIFA cổ vest dài tay cài cúc 8OT25W001,Áo Vest và Blazer,CANIFA,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Vải pha cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Trẻ trung, Công sở"",""Mẫu"":""Trơn"",""Mùa"":""Thu Đông, Mùa xuân"",""Tính năng"":""Đứng form, Cài cúc cơ bản, Thoải mái vận động, Giữ nếp tốt"",""Hoàn cảnh"":""Đi làm, Công sở, Dạo phố, Hẹn hò"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Cổ Vest lật (Notch Lapel)"",""Kiểu nút"":""Nút cài trước""}",https://shopee.vn/%C3%81o-kho%C3%A1c-blazer-nam-CANIFA-c%E1%BB%95-vest-d%C3%A0i-tay-c%C3%A0i-c%C3%BAc-8OT25W001-i.70681764.51151607083?extraParams=%7B%22display_model_id%22%3A390146656526%2C%22model_selection_logic%22%3A3%7D&sp_atk=226c6585-6498-4a93-9bc8-a256bf458f43&xptdk=226c6585-6498-4a93-9bc8-a256bf458f43,849.000đ
Áo vest nam HEYMAN công sở cao cấp dáng ôm slimfit vải tuyết mưa mỏng nhẹ thanh lịch mặc đi làm sự kiện,Áo Vest và Blazer,HEYMAN,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Tuyết mưa"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Lịch lãm"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, không nhăn"",""Hoàn cảnh"":""Đi làm, Sự kiện"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""1 nút""}",null,750.000 đ
Áo Vest Nam HEYMAN Dáng Regular Fit Công Sở Vải Dày Dặn Đứng Form Tôn Dáng HM-V01,Áo Vest và Blazer,HEYMAN,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""HEYMAN"",""Chất liệu"":""Polyester pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Chuyên nghiệp"",""Mẫu"":""Kẻ chìm xước"",""Mùa"":""Mùa thu, Mùa đông"",""Tính năng"":""Mềm mại, co giãn nhẹ"",""Hoàn cảnh"":""Đi làm, Gặp đối tác"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve chữ V"",""Kiểu nút"":""2 nút""}",null,820.000 đ
Áo Vest ZUNE.ZX Darkwear Deconstructed Suit Jacket Form Rộng Cá Tính Phá Cách ZX-V09,Áo Vest và Blazer,ZUNE.ZX,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Kaki thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Darkwear, Gothic"",""Mẫu"":""Cắt xẻ (Deconstructed)"",""Mùa"":""Thu Đông"",""Tính năng"":""Phá cách, form cứng"",""Hoàn cảnh"":""Sự kiện thời trang, Chụp ảnh"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ bẻ gập"",""Kiểu nút"":""Nút bấm kim loại ẩn""}",null,1.150.000 đ
Áo vest nam ZUNE.ZX phong cách streetwear đường phố đính khuyên kim loại cực ngầu đi quẩy sự kiện,Áo Vest và Blazer,ZUNE.ZX,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Vải suit lót dù"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Bụi bặm"",""Mẫu"":""Đính phụ kiện kim loại"",""Mùa"":""Bốn mùa"",""Tính năng"":""Độc bản, cá tính mạnh"",""Hoàn cảnh"":""Đi bar, Trình diễn nghệ thuật"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""Khóa gài dây đai""}",null,1.250.000 đ
Áo Vest Nam DIRTYCOINS Monogram Pattern Suit Jacket Thời Trang Đường Phố Nổi Bật DC-V02,Áo Vest và Blazer,DIRTYCOINS,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Vải tây (Suiting)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trendy, Streetwear"",""Mẫu"":""In Monogram chìm toàn áo"",""Mùa"":""Bốn mùa"",""Tính năng"":""Nổi bật, giữ nếp tốt"",""Hoàn cảnh"":""Party, Đi chơi tiệc đêm"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""1 nút""}",null,950.000 đ
Áo Vest DIRTYCOINS Y2K Streetwear Cropped Suit Jacket Dáng Ngắn Dễ Phối Đồ Nam Nữ Unisex DC-V05,Áo Vest và Blazer,DIRTYCOINS,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""DIRTYCOINS"",""Chất liệu"":""Kaki pha thun"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Y2K, Unisex"",""Mẫu"":""Trơn / Cropped (Dáng ngắn)"",""Mùa"":""Thu Đông"",""Tính năng"":""Hack dáng, thời thượng"",""Hoàn cảnh"":""Hẹn hò, Sự kiện giải trí"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve bản to"",""Kiểu nút"":""2 nút""}",null,890.000 đ
Áo vest nam YODY sợi sồi modal cao cấp siêu mềm mịn co giãn nhẹ chống nhăn tự nhiên mặc công sở tôn dáng,Áo Vest và Blazer,YODY,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""YODY"",""Chất liệu"":""Sợi sồi (Modal) pha"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Cơ bản"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Siêu mềm, chống nhăn tự nhiên, thoáng mát"",""Hoàn cảnh"":""Đi làm, Giao tiếp hàng ngày"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""2 nút""}",null,990.000 đ
Áo Vest Nam YODY Everyday Wear Vải Nano Kháng Khuẩn Mát Mẻ Trẻ Trung Lịch Sự YD-V08,Áo Vest và Blazer,YODY,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""YODY"",""Chất liệu"":""Vải Nano"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Năng động"",""Mẫu"":""Trơn basic"",""Mùa"":""Mùa hè, Mùa thu"",""Tính năng"":""Kháng khuẩn, nhẹ, khô nhanh"",""Hoàn cảnh"":""Công sở, Tiệc cưới, Lễ hội"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""1 nút""}",null,1.100.000 đ
Áo vest nam ATRASTINO may đo chuẩn form vải wool lót lụa cao cấp sang trọng lịch lãm đẳng cấp dự tiệc cưới,Áo Vest và Blazer,ATRASTINO,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Wool (Len lông cừu) lót lụa"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Đẳng cấp"",""Mẫu"":""Trơn cao cấp"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ form tuyệt đối, mặt vải mịn màng"",""Hoàn cảnh"":""Tiệc cưới, Gala, Gặp mặt Doanh nhân"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""2 nút""}",null,990.000 đ
Áo Vest ATRASTINO Premium Wool Pinstripe Suit Jacket Lịch Lãm Phong Cách Sartorial AT-V99,Áo Vest và Blazer,ATRASTINO,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Polyester pha Wool"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cổ điển, Sartorial"",""Mẫu"":""Kẻ sọc (Pinstripe)"",""Mùa"":""Bốn mùa"",""Tính năng"":""Tôn dáng, cứng cáp"",""Hoàn cảnh"":""Hội nghị, Gặp khách hàng VIP"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi bản to"",""Kiểu nút"":""6 nút (Double breasted - Cúc bọc)""}",null,900.000 đ
Áo vest nam VENI dáng ôm body cao cấp vải tuyết mưa đứng form tôn dáng lịch lãm dự tiệc cưới,Áo Vest và Blazer,VENI,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""VENI"",""Chất liệu"":""Tuyết mưa"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sang trọng, Lịch lãm"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Chống nhăn, tôn dáng body"",""Hoàn cảnh"":""Tiệc cưới, Sự kiện quan trọng"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""1 nút""}",null,750.000 đ
Áo Vest Nam VENI Premium Suit Jacket Công Sở Thanh Lịch Vải Co Giãn Nhẹ VN-V01,Áo Vest và Blazer,VENI,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""VENI"",""Chất liệu"":""Polyester pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Hiện đại"",""Mẫu"":""Trơn basic"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, dễ ủi, co giãn nhẹ"",""Hoàn cảnh"":""Đi làm, Gặp khách hàng"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""2 nút""}",null,820.000 đ
Áo Vest VIMAX Tailored Suit Jacket Form Chuẩn Sartorial Dành Cho Nam VM-SJ99,Áo Vest và Blazer,VIMAX,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Wool (Len lông cừu) pha"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Sartorial, Cổ điển"",""Mẫu"":""Kẻ sọc chìm (Pinstripe)"",""Mùa"":""Thu Đông"",""Tính năng"":""Giữ form tuyệt đối, đẳng cấp"",""Hoàn cảnh"":""Sự kiện VIP, Gala, Lễ hội"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi bản to"",""Kiểu nút"":""6 nút (Double breasted)""}",null,1.850.000 đ
Áo vest nam công sở VIMAX vải tây cao cấp sang trọng đứng dáng thanh lịch chuyên nghiệp,Áo Vest và Blazer,VIMAX,"{""Danh Mục"":""Áo vest"",""Thương hiệu"":""VIMAX"",""Chất liệu"":""Vải Tây (Suiting) cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Chuyên nghiệp"",""Mẫu"":""Trơn nhẵn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Mặt vải mịn, thấm hút tốt"",""Hoàn cảnh"":""Giao tiếp, Họp mặt đối tác"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""2 nút""}",null,950.000 đ
Quần Âu Nam GUZADO Cao Cấp Vải Gió Thể Thao Co Giãn Tốt GDC03,Quần âu,GUZADO,"{""Danh Mục"":""Quần âu"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Vải gió thể thao"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Thể thao, Cơ bản"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn tốt, Chống nước nhẹ, Chống gió, Thoáng khí"",""Hoàn cảnh"":""Đi làm, Dạo phố, Dự tiệc, Du lịch"",""Chiều dài quần"":""Quần dài"",""Kiểu nút"":""Cạp cúc linh hoạt"",""Kiểu quần"":""Ống suông, Regular fit""}",https://shopee.vn/product/201774917/28511041646,259000đ
Quần Âu Công Sở GUZADO Form Carrot Vải Mềm Mịn MTR01C,Quần âu,GUZADO,"{""Danh Mục"":""Quần âu"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Vải mềm mịn, co giãn nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Lịch lãm"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Co giãn nhẹ, Lên form chuẩn"",""Hoàn cảnh"":""Đi làm, Dự tiệc, Sự kiện"",""Chiều dài quần"":""Quần dài"",""Kiểu quần"":""Form Carrot""}",https://shopee.vn/Qu%E1%BA%A7n-%C3%82u-C%C3%B4ng-S%E1%BB%9F-GUZADO-Form-Carrot-V%E1%BA%A3i-M%E1%BB%81m-M%E1%BB%8Bn-Co-Gi%C3%A3n-Nh%E1%BA%B9-L%C3%AAn-Form-%C4%90%E1%BA%B9p-Chu%E1%BA%A9n-Men-MTR01C-i.201774917.40357253163?extraParams=%7B%22display_model_id%22%3A260615525157%2C%22model_selection_logic%22%3A3%7D&sp_atk=4cbed524-44d3-408f-b4ed-e2785d403650&xptdk=4cbed524-44d3-408f-b4ed-e2785d403650,400.000đ
Quần âu nam JBAGY - Smart Pants điều chỉnh cạp vải Vitex JA0303,Quần âu,JBAGY,"{""Danh Mục"":""Quần âu"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Vải Vitex cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Lịch lãm, Hiện đại"",""Mẫu"":""Trơn"",""Tính năng"":""Điều chỉnh cạp (Smart Tab), Chống nhăn, Thấm hút tốt, Co giãn"",""Hoàn cảnh"":""Đi làm, Công sở, Sự kiện"",""Chiều dài quần"":""Quần dài"",""Kiểu quần"":""Dáng đứng côn""}",https://shopee.vn/Qu%E1%BA%A7n-%C3%A2u-nam-JBAGY-Smart-Pants-%C4%91i%E1%BB%81u-ch%E1%BB%89nh-c%E1%BA%A1p-v%E1%BA%A3i-Vitex-co-gi%C3%A3n-cao-c%E1%BA%A5p-ch%E1%BB%91ng-nh%C4%83n-JA0303-i.259681663.19079562576?extraParams=%7B%22display_model_id%22%3A178252639303%2C%22model_selection_logic%22%3A3%7D,269.000 đ
